"date","site","treatment","subplot","plotsize","obsstart","obsend","cloudcover","temp","windmax","windavg","relhum","visittime","visitor_family","visitor_nomenclature","visitor_collected_id","plant_sp","collected_yn","visitornumber","flowervisitnumber"
2020-08-03,"Lefty","Control","C",2,11:11:00,11:26:00,0,71.9,2.6,0,29.4,11:23:00,"Anthomyiidae","Diptera.sp","Anthomyiid.spB","Arenaria_fendleri",1,1312,1
2020-08-03,"Trough","Early","A",2,12:53:00,13:08:00,46.67,76.1,1.4,0,35.1,13:07:00,"Anthomyiidae","Diptera.sp","Anthomyiid.spB","Geum_rossii",0,1337,1
2020-08-03,"Trough","Early","A",2,12:53:00,13:08:00,46.67,76.1,1.4,0,35.1,13:07:00,"Anthomyiidae","Diptera.sp","Anthomyiid.spB","Geum_rossii",1,1338,1
2020-08-04,"Audubon","Control","D",2,10:06:00,10:21:00,0,61.5,8,1.8,38.2,10:16:00,"Anthomyiidae","Diptera.sp","Anthomyiid.spB","Solidago_simplex",1,1375,1
2020-08-04,"Audubon","Early","D",2,10:23:00,10:38:00,0,66.3,11.7,2,38.6,10:31:00,"Anthomyiidae","Diptera.sp","Anthomyiid.spB","Arenaria_fendleri",1,1377,1
2020-08-04,"Trough","Control","E",2,13:22:00,13:34:00,91.67,65.2,8.1,1.7,31.2,13:24:00,"Anthomyiidae","Diptera.sp","Anthomyiid.spB","Potentilla_diversifolia",1,1405,1
2020-08-04,"Trough","Control","E",2,13:22:00,13:34:00,91.67,65.2,8.1,1.7,31.2,13:58:00,"Anthomyiidae","Diptera.sp","Anthomyiid.spB","Erigeron_simplex",1,1407,1
2020-08-06,"Lefty","Control","C",2,10:41:00,10:54:00,100,57.2,5.8,1.2,48,10:43:00,"Anthomyiidae","Diptera.sp","Anthomyiid.spB","Solidago_simplex",0,1429,1
2020-08-07,"Trough","Control","A",2,09:22:00,09:37:00,0,63.2,3.3,0.8,27.2,09:29:00,"Anthomyiidae","Diptera.sp","Anthomyiid.spB","Potentilla_diversifolia",1,1453,1
2020-08-07,"Trough","Early","D",2,10:55:00,11:10:00,0,65.2,5.6,0.8,25.6,11:04:00,"Anthomyiidae","Diptera.sp","Anthomyiid.spB","Allium_geyeri",1,1487,1
2020-08-12,"Trough","Early","E",2,13:09:00,13:24:00,13.33,74.7,10.9,3.2,40.5,13:19:00,"Anthomyiidae","Diptera.sp","Anthomyiid.spB","Packera_crocata",1,1545,1
2020-08-12,"Trough","Early","E",2,13:09:00,13:24:00,13.33,74.7,10.9,3.2,40.5,13:19:00,"Anthomyiidae","Diptera.sp","Anthomyiid.spB","Packera_crocata",1,1545,2
2020-08-12,"Trough","Control","E",2,15:05:00,15:17:00,72.92,66.7,9.7,1.8,39.5,15:12:00,"Anthomyiidae","Diptera.sp","Anthomyiid.spB","Bistorta_bistortoides",1,1581,1
2020-08-14,"Lefty","Control","C",2,10:53:00,11:08:00,0,66.2,5.2,1.6,20.5,11:01:00,"Anthomyiidae","Diptera.sp","Anthomyiid.spB","Campanula_rotundifolia",1,1587,1
2020-08-15,"Trough","Early","B",2,13:34:00,13:49:00,0,73.2,8.4,2.5,26.8,13:44:00,"Anthomyiidae","Diptera.sp","Anthomyiid.spB","Geum_rossii",1,1672,1
2020-08-18,"Trough","Early","C",2,09:17:00,09:32:00,0,70.6,2.1,0.7,30.5,09:18:00,"Anthomyiidae","Diptera.sp","Anthomyiid.spB","Ligusticum_tenuifolium",0,1732,1
2020-08-22,"Trough","Control","B",2,10:12:00,10:27:00,0,69,3.1,1,28.6,10:13:00,"Anthomyiidae","Diptera.sp","Anthomyiid.spB","Ligusticum_tenuifolium",0,1864,1
2020-08-25,"Trough","Control","E",2,09:50:00,10:05:00,0,68.2,5,0.9,40.1,09:52:00,"Anthomyiidae","Diptera.sp","Anthomyiid.spB","Ligusticum_tenuifolium",1,2008,1
2020-07-08,"Audubon","Early","B",2,11:07:00,11:22:00,0,63.3,4.2,0.9,28.7,11:20:00,"Anthomyiidae","Diptera.sp","Anthomyiidae.spC","Erigeron_sp",1,544,1
2020-08-31,"Trough","Early","E",2,12:50:00,13:05:00,10.33,67.8,13.6,1.3,34.1,12:58:00,"Anthomyiidae","Diptera.sp","Anthomyiidae.spC","Gentiana_parryi",1,2073,1
2020-08-03,"Trough","Early","A",2,12:53:00,13:08:00,46.67,76.1,1.4,0,35.1,13:05:00,"Anthomyiidae","Diptera.sp","Anthomyiidae.spD","Bistorta_bistortoides",0,1334,1
2020-08-22,"Trough","Control","A",2,10:28:00,10:43:00,0,70.9,2.3,0.6,25.8,10:31:00,"Anthomyiidae","Diptera.sp","Anthomyiidae.spE","Ligusticum_tenuifolium",0,1882,1
2020-07-20,"Trough","Early","D",2,10:42:00,10:57:00,0,62.2,4.2,1.3,37.8,10:44:00,"Anthomyiidae","Diptera.sp","Anthomyiidae.spF","Geum_rossii",1,1071,1
2020-07-18,"Lefty","Control","E",2,10:55:00,11:10:00,0,64.9,6.9,2.8,35.8,11:05:00,"Anthomyiidae","Diptera.sp","Anthomyiidae.spG","Ranunculus_adonis",1,995,1
2020-07-01,"Audubon","Early","E",2,12:05:00,12:20:00,0,68.2,2.7,1,32.2,12:09:00,"Anthomyiidae","Diptera.sp","Anthomyiidae.spH","Ranunculus_adonis",1,233,1
2020-07-01,"Audubon","Early","E",2,12:05:00,12:20:00,0,68.2,2.7,1,32.2,12:16:00,"Anthomyiidae","Diptera.sp","Anthomyiidae.spH","Ranunculus_adonis",0,238,1
2020-07-11,"Audubon","Early","E",2,10:50:00,11:05:00,0,68.5,6.2,1.5,17.3,10:50:00,"Anthomyiidae","Diptera.sp","Anthomyiidae.spH","Geum_rossii",0,683,1
2020-07-11,"Audubon","Early","E",2,10:50:00,11:05:00,0,68.5,6.2,1.5,17.3,10:50:00,"Anthomyiidae","Diptera.sp","Anthomyiidae.spH","Geum_rossii",0,684,1
2020-07-13,"Trough","Early","C",2,10:37:00,10:52:00,0,66.5,7.3,1.9,40.1,10:41:00,"Anthomyiidae","Diptera.sp","Anthomyiidae.spH","Geum_rossii",0,791,1
2020-07-15,"Audubon","Early","E",2,11:04:00,11:19:00,0,65,5.6,1.2,44.3,11:10:00,"Anthomyiidae","Diptera.sp","Anthomyiidae.spH","Geum_rossii",1,866,1
2020-08-24,"Lefty","Control","D",2,09:58:00,10:13:00,13.33,74.4,3.7,0.9,24.3,10:01:00,"Apidae","Anthophora.sp","Anthophora.montana","Campanula_rotundifolia",1,1942,1
2020-08-25,"Trough","Early","C",2,10:38:00,10:53:00,0,72.9,3.1,1.3,31.8,10:49:00,"Apidae","Anthophora.sp","Anthophora.montana","Gentiana_parryi",1,2027,1
2020-08-21,"Lefty","Control","D",2,11:12:00,11:27:00,0,69.5,8.9,3.4,32.3,11:25:00,"Apidae","Anthophora.sp","Anthophora.urbana","Campanula_rotundifolia",1,1840,1
2020-08-27,"Lefty","Control","D",2,12:12:00,12:27:00,0,74.2,7.3,1,30.8,12:21:00,"Apidae","Anthophora.sp","Anthophora.urbana","Campanula_rotundifolia",1,2047,1
2020-08-17,"Lefty","Control","C",2,11:14:00,11:29:00,0,71.5,6.6,1.2,20.7,11:29:00,"Apidae","Anthophora.urbana","Anthophora.urbana","Campanula_rotundifolia",1,1727,1
2020-07-21,"EastKnoll","Early","C",2,09:52:00,10:07:00,0,68.7,3.8,0.8,31.9,10:07:00,"Syrphidae","Syrphidae.sp","Asemosyrphus.polygrammus","Solidago_simplex",1,1148,1
2020-08-14,"Lefty","Control","D",2,11:08:00,11:23:00,0,76.1,7.6,1.4,18.8,11:21:00,"Bedelliidae","Bedellia.sp","Bedellia.sp","Solidago_simplex",1,1613,1
2020-08-15,"Audubon","Control","B",2,10:13:00,10:28:00,0,67.3,8.1,2.6,27.4,10:16:00,"Bedelliidae","Bedellia.sp","Bedellia.sp","Campanula_rotundifolia",1,1631,1
2020-08-18,"Audubon","Control","B",2,12:47:00,12:52:00,100,65.4,4.2,1.2,28,12:50:00,"Bedelliidae","Bedellia.sp","Bedellia.sp","Campanula_rotundifolia",0,1817,1
2020-08-27,"Lefty","Control","D",2,12:12:00,12:27:00,0,74.2,7.3,1,30.8,12:12:00,"Bedelliidae","Bedellia.sp","Bedellia.sp","Campanula_rotundifolia",1,2044,1
2020-08-28,"Trough","Control","B",2,13:21:00,13:36:00,64,67.1,6.6,1.2,55,13:25:00,"Apidae","Bombus.sp","Bombus.flavifrons","Gentiana_parryi",1,2060,1
2020-07-02,"EastKnoll","Early","D",2,11:29:00,11:44:00,0,62.8,6.2,4.7,37,10:35:00,"Apidae","Bombus.sp","Bombus.mixtus","Tetraneuris_acaulis",1,270,1
2020-07-29,"Trough","Control","E",2,11:51:00,12:06:00,0,58.9,9.6,4.9,46.7,11:57:00,"Apidae","Bombus.sp","Bombus.mixtus","Vaccinium_sp",1,1259,1
2020-08-07,"Trough","Early","E",2,10:24:00,10:39:00,0,61.9,6.8,1.1,23.1,10:28:00,"Apidae","Bombus.sp","Bombus.mixtus","Packera_crocata",1,1477,1
2020-08-14,"Lefty","Control","C",2,10:53:00,11:08:00,0,66.2,5.2,1.6,20.5,11:04:00,"Apidae","Bombus.sp","Bombus.mixtus","Campanula_rotundifolia",1,1588,1
2020-08-18,"Trough","Control","D",2,09:36:00,09:51:00,20,73.4,4.7,0.7,26.7,09:38:00,"Apidae","Bombus.sp","Bombus.mixtus","Agoseris_glauca",1,1748,1
2020-07-08,"Audubon","Early","A",2,11:34:00,11:49:00,0,65.7,10.2,3.2,24.6,11:42:00,"Apidae","Bombus.sp","Bombus.sylvicola","Mertensia_lanceolata",1,550,1
2020-08-03,"Lefty","Control","B",2,11:27:00,11:42:00,6.67,68.1,4.2,0.9,29.4,11:35:00,"Apidae","Bombus.sp","Bombus.sylvicola","Solidago_simplex",1,1319,1
2020-08-11,"Lefty","Control","D",2,11:10:00,11:25:00,0,66,7.9,0.9,22.1,11:24:00,"Apidae","Bombus.sp","Bombus.sylvicola","Solidago_simplex",1,1534,1
2020-07-06,"EastKnoll","Control","B",2,09:58:00,10:13:00,0,65.8,5.2,2.9,28.5,10:01:00,"Cerambycidae","Brachysomida.atra","Brachysomida.atra","Minuartia_obtusiloba",0,435,1
2020-08-11,"Lefty","Control","E",2,10:55:00,11:10:00,0,69.9,8.1,1.9,20.5,11:09:00,"Braconidae","Braconidae.sp","Braconidae.spA","Antennaria_sp",1,1527,1
2020-08-25,"Trough","Control","E",2,09:50:00,10:05:00,0,68.2,5,0.9,40.1,10:05:00,"Braconidae","Braconidae.sp","Braconidae.spB","Ligusticum_tenuifolium",1,2012,1
2020-08-12,"Trough","Early","C",2,13:29:00,13:44:00,0,78.2,4.9,0.7,27.4,13:32:00,"Braconidae","Braconidae.sp","Braconidae.spC","Ligusticum_tenuifolium",0,1550,1
2020-08-06,"Lefty","Early","A",2,11:22:00,11:35:00,61.54,63.5,4.8,1,40.3,11:30:00,"Braconidae","Braconidae.sp","Braconidae.spD","Minuartia_obtusiloba",1,1435,1
2020-08-22,"Trough","Control","C",2,09:40:00,09:55:00,0,69.6,4.2,0.8,27,09:40:00,"Braconidae","Braconidae.sp","Braconidae.spE","Ligusticum_tenuifolium",1,1849,1
2020-08-12,"Trough","Early","C",2,13:29:00,13:44:00,0,78.2,4.9,0.7,27.4,13:40:00,"Calliphoridae","Calliphoridae.sp","Calliphora.coloradensis","Ligusticum_tenuifolium",1,1559,1
2020-08-18,"Trough","Control","D",2,09:36:00,09:51:00,20,73.4,4.7,0.7,26.7,09:45:00,"Calliphoridae","Calliphoridae.sp","Calliphora.coloradensis","Ligusticum_tenuifolium",0,1755,1
2020-07-01,"Lefty","Control","B",2,13:16:00,13:31:00,0,59.1,11.7,3.5,26.9,13:25:00,"Syrphidae","Syrphidae.sp","Cheilosia.spA","Geum_rossii",1,242,1
2020-07-02,"EastKnoll","Control","E",2,09:35:00,09:50:00,0,59,4.5,1.9,32.8,09:40:00,"Syrphidae","Syrphidae.sp","Cheilosia.spA","Geum_rossii",1,255,1
2020-07-04,"Audubon","Early","C",2,10:20:00,10:35:00,5,65.9,6.4,3.6,46.2,10:26:00,"Syrphidae","Syrphidae.sp","Cheilosia.spA","Geum_rossii",1,399,1
2020-07-08,"Audubon","Early","A",2,11:34:00,11:49:00,0,65.7,10.2,3.2,24.6,11:52:00,"Syrphidae","Syrphidae.sp","Cheilosia.spA","Geum_rossii",1,553,1
2020-07-10,"Lefty","Early","C",2,10:21:00,10:36:00,0,67.3,10.1,3.1,18.6,10:36:00,"Syrphidae","Syrphidae.sp","Cheilosia.spA","Geum_rossii",1,650,1
2020-07-10,"Trough","Early","C",2,14:33:00,14:48:00,0,72.8,9.3,1.9,20.8,14:42:00,"Syrphidae","Syrphidae.sp","Cheilosia.spA","Geum_rossii",1,671,1
2020-07-10,"Trough","Early","C",2,14:33:00,14:48:00,0,72.8,9.3,1.9,20.8,14:42:00,"Syrphidae","Syrphidae.sp","Cheilosia.spA","Geum_rossii",1,671,2
2020-07-11,"Audubon","Early","E",2,10:50:00,11:05:00,0,68.5,6.2,1.5,17.3,10:54:00,"Syrphidae","Syrphidae.sp","Cheilosia.spA","Geum_rossii",1,692,1
2020-07-20,"Trough","Control","C",2,09:54:00,10:09:00,0,60.9,7.3,2.7,32.5,10:05:00,"Syrphidae","Syrphidae.sp","Cheilosia.spA","Potentilla_diversifolia",1,1052,1
2020-07-20,"Trough","Early","B",2,10:58:00,11:13:00,0,64.4,6.5,1.3,33.6,11:04:00,"Syrphidae","Syrphidae.sp","Cheilosia.spA","Geum_rossii",0,1088,1
2020-07-21,"Lefty","Control","D",2,13:33:00,13:48:00,0,73.3,9.6,1.5,23.6,13:36:00,"Syrphidae","Syrphidae.sp","Cheilosia.spA","Geum_rossii",1,1176,1
2020-08-12,"Trough","Early","C",2,13:29:00,13:44:00,0,78.2,4.9,0.7,27.4,13:32:00,"Chloropidae","Chloropidae.sp","Chloropidae.spA","Ligusticum_tenuifolium",1,1553,1
2020-08-14,"Lefty","Control","E",2,11:23:00,11:38:00,0,71.9,2.8,0.7,18,11:32:00,"Chloropidae","Chloropidae.sp","Chloropidae.spA","Geum_rossii",0,1617,1
2020-08-18,"Trough","Early","D",2,11:03:00,11:18:00,40,70.6,5.7,2,29.3,11:10:00,"Chloropidae","Chloropidae.sp","Chloropidae.spA","Ligusticum_tenuifolium",1,1809,1
2020-08-25,"Trough","Control","E",2,09:50:00,10:05:00,0,68.2,5,0.9,40.1,09:58:00,"Chloropidae","Chloropidae.sp","Chloropidae.spB","Ligusticum_tenuifolium",0,2009,1
2020-08-15,"Trough","Control","A",2,12:49:00,13:04:00,0,76.2,10.6,1.5,28.9,13:01:00,"Chloropidae","Chloropidae.sp","Chloropidae.spC","Potentilla_diversifolia",0,1653,1
2020-08-22,"Trough","Control","C",2,09:40:00,09:55:00,0,69.6,4.2,0.8,27,09:47:00,"Chloropidae","Chloropidae.sp","Chloropidae.spC","Ligusticum_tenuifolium",1,1852,1
2020-08-28,"Trough","Control","A",2,13:36:00,13:51:00,56.67,65.9,3.8,0.8,54.1,13:41:00,"Chloropidae","Chloropidae.sp","Chloropidae.spC","Ligusticum_tenuifolium",1,2061,1
2020-08-12,"Trough","Early","C",2,13:29:00,13:44:00,0,78.2,4.9,0.7,27.4,13:32:00,"Chloropidae","Chloropidae.sp","Chloropidae.spD","Ligusticum_tenuifolium",0,1554,1
2020-08-22,"Trough","Control","D",2,10:44:00,10:59:00,0,75.4,5.2,1,31.1,10:48:00,"Chloropidae","Chloropidae.sp","Chloropidae.spD","Ligusticum_tenuifolium",0,1892,1
2020-08-27,"Lefty","Control","D",2,12:12:00,12:27:00,0,74.2,7.3,1,30.8,12:20:00,"Chloropidae","Chloropidae.sp","Chloropidae.spE","Campanula_rotundifolia",1,2046,1
2020-08-25,"Trough","Control","C",2,10:07:00,10:22:00,0,71.5,9.6,1.6,34.6,10:11:00,"Chloropidae","Chloropidae.sp","Chloropidae.spF","Ligusticum_tenuifolium",1,2016,1
2020-07-02,"EastKnoll","Control","C",2,09:52:00,10:07:00,0,59,6.9,1.9,32.2,09:52:00,"Syrphidae","Syrphidae.sp","Chrysotoxum.sp","Bistorta_bistortoides",1,257,1
2020-07-08,"Audubon","Control","B",2,10:00:00,10:15:00,0,63.3,7.9,4.2,36.5,10:05:00,"Syrphidae","Syrphidae.sp","Chrysotoxum.sp","Geum_rossii",1,501,1
2020-07-09,"EastKnoll","Early","B",2,10:10:00,10:25:00,5,65.1,8.8,2.6,32.7,10:11:00,"Syrphidae","Syrphidae.sp","Chrysotoxum.sp","Geum_rossii",1,585,1
2020-07-10,"Lefty","Control","B",2,09:21:00,09:36:00,0,66.2,7.2,3.2,18.1,09:27:00,"Syrphidae","Syrphidae.sp","Chrysotoxum.sp","Erigeron_simplex",1,618,1
2020-07-14,"EastKnoll","Early","C",2,10:36:00,10:51:00,11.33,62.2,12.5,7.1,42.1,10:36:00,"Syrphidae","Syrphidae.sp","Chrysotoxum.sp","Arenaria_fendleri",0,824,1
2020-07-15,"Lefty","Early","C",2,13:51:00,14:06:00,18.33,72.3,9.6,3.3,48.1,13:53:00,"Syrphidae","Syrphidae.sp","Chrysotoxum.sp","Geum_rossii",1,917,1
2020-07-17,"EastKnoll","Early","C",2,10:58:00,11:13:00,0,66.3,8.9,4.2,42.1,11:03:00,"Syrphidae","Syrphidae.sp","Chrysotoxum.sp","Arenaria_fendleri",1,933,1
2020-07-17,"Trough","Control","B",2,15:20:00,15:35:00,60.22,71.5,2.5,0.8,34.5,15:25:00,"Syrphidae","Syrphidae.sp","Chrysotoxum.sp","Saxifraga_rhomboidea",1,974,1
2020-07-21,"EastKnoll","Early","E",2,09:36:00,09:51:00,0,65.9,4,0,40.3,09:51:00,"Syrphidae","Syrphidae.sp","Chrysotoxum.sp","Arenaria_fendleri",1,1139,1
2020-07-15,"Audubon","Control","D",2,12:10:00,12:25:00,0,62.9,7.3,2.2,45.8,12:25:00,"Colletidae","Colletes.sp","Colletes.spA","Arenaria_fendleri",1,910,1
2020-08-28,"Trough","Early","E",2,12:55:00,13:05:00,10,69.6,2.7,0.8,49.8,13:01:00,"Colletidae","Colletes.sp","Colletes.spB","Gentiana_algida",0,2057,1
2020-06-23,"Audubon","Early","E",1,11:29:00,11:44:00,0,67.7,3.2,0.9,39.5,11:29:00,"Syrphidae","Syrphidae.sp","Dasysyrphus.sp","Ranunculus_adonis",1,51,1
2020-07-03,"Lefty","Control","B",2,11:05:00,11:20:00,80,59,7.1,4.5,38.9,11:09:00,"Syrphidae","Syrphidae.sp","Dasysyrphus.sp","Geum_rossii",1,345,1
2020-07-06,"EastKnoll","Early","B",2,12:00:00,12:15:00,0,66.8,14.3,4.6,26.6,12:06:00,"Syrphidae","Syrphidae.sp","Dasysyrphus.sp","Geum_rossii",1,477,1
2020-07-09,"EastKnoll","Early","B",2,10:10:00,10:25:00,5,65.1,8.8,2.6,32.7,10:17:00,"Syrphidae","Syrphidae.sp","Dasysyrphus.sp","Tetraneuris_acaulis",1,590,1
2020-08-04,"Audubon","Control","E",2,09:15:00,09:30:00,0,63.7,10.8,0,39.1,09:27:00,"Syrphidae","Syrphidae.sp","Dasysyrphus.sp","Geum_rossii",1,1358,1
2020-08-04,"Audubon","Control","E",2,09:15:00,09:30:00,0,63.7,10.8,0,39.1,09:27:00,"Syrphidae","Syrphidae.sp","Dasysyrphus.sp","Geum_rossii",1,1358,2
2020-08-04,"Audubon","Control","E",2,09:15:00,09:30:00,0,63.7,10.8,0,39.1,09:27:00,"Syrphidae","Syrphidae.sp","Dasysyrphus.sp","Geum_rossii",1,1358,3
2020-08-04,"Audubon","Control","E",2,09:15:00,09:30:00,0,63.7,10.8,0,39.1,09:27:00,"Syrphidae","Syrphidae.sp","Dasysyrphus.sp","Geum_rossii",1,1358,4
2020-08-04,"Audubon","Control","E",2,09:15:00,09:30:00,0,63.7,10.8,0,39.1,09:27:00,"Syrphidae","Syrphidae.sp","Dasysyrphus.sp","Geum_rossii",1,1358,5
2020-08-07,"Trough","Control","B",2,09:38:00,09:53:00,0,60.1,9.4,2.6,28,09:41:00,"Syrphidae","Syrphidae.sp","Dasysyrphus.sp","Geum_rossii",1,1459,1
2020-08-07,"Trough","Control","B",2,09:38:00,09:53:00,0,60.1,9.4,2.6,28,09:48:00,"Syrphidae","Syrphidae.sp","Dasysyrphus.sp","Erigeron_simplex",1,1464,1
2020-08-14,"Lefty","Control","E",2,11:23:00,11:38:00,0,71.9,2.8,0.7,18,11:28:00,"Syrphidae","Syrphidae.sp","Dasysyrphus.sp","Bistorta_bistortoides",1,1616,1
2020-08-15,"Audubon","Control","E",2,09:42:00,09:57:00,0,64.5,10.8,1.7,36.7,09:56:00,"Syrphidae","Syrphidae.sp","Dasysyrphus.sp","Erigeron_glacialis",1,1630,1
2020-08-15,"Trough","Early","A",2,13:19:00,13:34:00,0,73.6,6.4,1,17.3,13:31:00,"Syrphidae","Syrphidae.sp","Dasysyrphus.sp","Erigeron_glacialis",1,1669,1
2020-08-21,"Lefty","Control","F",2,11:44:00,11:59:00,0,71.5,9,1.9,27.8,11:55:00,"Syrphidae","Syrphidae.sp","Dasysyrphus.sp","Geum_rossii",1,1845,1
2020-08-22,"Trough","Control","A",2,10:28:00,10:43:00,0,70.9,2.3,0.6,25.8,10:36:00,"Syrphidae","Syrphidae.sp","Dasysyrphus.sp","Ligusticum_tenuifolium",1,1889,1
2020-08-07,"Trough","Early","D",2,10:55:00,11:10:00,0,65.2,5.6,0.8,25.6,10:57:00,"Syrphidae","Syrphidae.sp","Didea.fuscipes","Geum_rossii",1,1483,1
2020-08-24,"Lefty","Control","D",2,09:58:00,10:13:00,13.33,74.4,3.7,0.9,24.3,10:10:00,"Halictidae","Dufourea.sp","Dufourea.sp","Campanula_rotundifolia",1,1952,1
2020-07-06,"EastKnoll","Control","C",2,10:17:00,10:32:00,0,64.2,5,2.5,31.4,10:31:00,"Tachinidae","Diptera.sp","Estheria.cinerea","Phlox_pulvinata",1,445,1
2020-07-06,"EastKnoll","Early","A",2,11:44:00,11:59:00,0,66.4,8,3.2,27.6,11:55:00,"Tachinidae","Diptera.sp","Estheria.cinerea","Minuartia_obtusiloba",1,474,1
2020-07-09,"EastKnoll","Early","B",2,10:10:00,10:25:00,5,65.1,8.8,2.6,32.7,10:14:00,"Tachinidae","Diptera.sp","Estheria.cinerea","Geum_rossii",1,586,1
2020-07-09,"EastKnoll","Control","C",2,11:42:00,11:57:00,50,66,7.1,1.3,22.7,11:56:00,"Tachinidae","Diptera.sp","Estheria.cinerea","Minuartia_obtusiloba",1,602,1
2020-07-11,"Audubon","Early","D",2,11:54:00,12:09:00,0,79.9,6.8,1.5,22,12:08:00,"Tachinidae","Diptera.sp","Estheria.cinerea","Erigeron_simplex",1,755,1
2020-07-14,"EastKnoll","Control","C",2,11:32:00,11:47:00,0.44,68.1,13.7,3.7,39.1,11:33:00,"Tachinidae","Diptera.sp","Estheria.cinerea","Tetraneuris_acaulis",1,840,1
2020-07-15,"Audubon","Early","B",2,10:31:00,10:46:00,0,60.1,9.1,3.7,46.1,10:37:00,"Tachinidae","Diptera.sp","Estheria.cinerea","Potentilla_diversifolia",1,855,1
2020-07-21,"EastKnoll","Control","E",2,12:24:00,12:39:00,0,71.2,12.1,4.6,25.4,12:36:00,"Tachinidae","Diptera.sp","Estheria.cinerea","Minuartia_obtusiloba",1,1173,1
2020-07-21,"EastKnoll","Control","E",2,12:24:00,12:39:00,0,71.2,12.1,4.6,25.4,12:36:00,"Tachinidae","Diptera.sp","Estheria.cinerea","Minuartia_obtusiloba",1,1173,2
2020-07-21,"EastKnoll","Control","E",2,12:24:00,12:39:00,0,71.2,12.1,4.6,25.4,12:36:00,"Tachinidae","Diptera.sp","Estheria.cinerea","Minuartia_obtusiloba",1,1173,3
2020-08-08,"Audubon","Control","C",2,11:00:00,11:15:00,0,64.5,17.7,3.3,17.3,11:01:00,"Tachinidae","Diptera.sp","Estheria.cinerea","Erigeron_glacialis",1,1507,1
